,N,AS,MR,MS,MVP
N,96.0,0.0,1.5,0.0,2.5
AS,0.5,94.0,5.0,0.0,0.5
MR,1.5,3.5000000000000004,92.0,2.0,1.0
MS,0.5,1.0,2.0,92.5,4.0
MVP,4.5,4.0,3.5000000000000004,1.5,86.5
