,N,AS,MR,MS,MVP
N,92.5,0.0,1.0,2.5,4.0
AS,0.0,95.0,3.5000000000000004,0.5,1.0
MR,3.0,5.5,90.5,0.5,0.5
MS,0.0,0.0,7.000000000000001,87.5,5.5
MVP,3.0,5.5,10.5,4.0,77.0
