,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,1,1
real_AS,0,34,2,3,1
real_MR,0,1,37,2,0
real_MS,0,0,1,38,1
real_MVP,5,3,3,1,28
