distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
13-10-3,3,KNN,DeepONMF_H3,1,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
13-10-3,3,KNN,DeepONMF_H3,2,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
13-10-3,3,KNN,DeepONMF_H3,3,155,32,8,5,0.935,0.96875,0.8,0.950920245398773,0.884375
13-10-3,3,KNN,DeepONMF_H3,4,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
13-10-3,3,KNN,DeepONMF_H3,5,160,35,5,0,0.975,1.0,0.875,0.9696969696969697,0.9375
13-10-3,3,KNN,DeepONMF_W,1,152,35,5,8,0.935,0.95,0.875,0.9681528662420382,0.9125
13-10-3,3,KNN,DeepONMF_W,2,149,33,7,11,0.91,0.93125,0.825,0.9551282051282052,0.878125
13-10-3,3,KNN,DeepONMF_W,3,148,33,7,12,0.905,0.925,0.825,0.9548387096774194,0.875
13-10-3,3,KNN,DeepONMF_W,4,145,29,11,15,0.87,0.90625,0.725,0.9294871794871795,0.815625
13-10-3,3,KNN,DeepONMF_W,5,155,33,7,5,0.94,0.96875,0.825,0.9567901234567902,0.896875
13-10-3,3,SVM,DeepONMF_H3,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
13-10-3,3,SVM,DeepONMF_H3,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
13-10-3,3,SVM,DeepONMF_H3,3,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
13-10-3,3,SVM,DeepONMF_H3,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
13-10-3,3,SVM,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
13-10-3,3,SVM,DeepONMF_W,1,147,39,1,13,0.93,0.91875,0.975,0.9932432432432432,0.9468749999999999
13-10-3,3,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
13-10-3,3,SVM,DeepONMF_W,3,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
13-10-3,3,SVM,DeepONMF_W,4,142,38,2,18,0.9,0.8875,0.95,0.9861111111111112,0.91875
13-10-3,3,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
13-10-3,3,UjaNet,DeepONMF_H3,1,160,35,5,0,0.975,1.0,0.875,0.9696969696969697,0.9375
13-10-3,3,UjaNet,DeepONMF_H3,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
13-10-3,3,UjaNet,DeepONMF_H3,3,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
13-10-3,3,UjaNet,DeepONMF_H3,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
13-10-3,3,UjaNet,DeepONMF_H3,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
13-10-3,3,UjaNet,DeepONMF_W,1,152,39,1,8,0.955,0.95,0.975,0.9934640522875817,0.9624999999999999
13-10-3,3,UjaNet,DeepONMF_W,2,158,35,5,2,0.965,0.9875,0.875,0.9693251533742331,0.93125
13-10-3,3,UjaNet,DeepONMF_W,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
13-10-3,3,UjaNet,DeepONMF_W,4,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
13-10-3,3,UjaNet,DeepONMF_W,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
