distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
14-8-3,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,177,777,23,23,0.9540000000000001,0.885,0.9712500000000001,0.8913585856889457,0.928125,200
14-8-3,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,168,768,32,32,0.9360000000000002,0.8400000000000001,0.96,0.8529434934100895,0.9,200
14-8-3,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,159,759,41,41,0.9179999999999999,0.7950000000000002,0.9487500000000001,0.8079716950993546,0.871875,200
14-8-3,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9574999999999999,0.8451761139964933,0.89375,200
14-8-3,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8828088578088578,0.921875,200
14-8-3,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,130,730,70,70,0.86,0.65,0.9125,0.6854541216786565,0.7812500000000001,200
14-8-3,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,128,728,72,72,0.8560000000000001,0.64,0.9099999999999999,0.6688235294117647,0.775,200
14-8-3,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,133,733,67,67,0.866,0.665,0.91625,0.6811822660098522,0.7906250000000001,200
14-8-3,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,133,733,67,67,0.866,0.665,0.91625,0.6984476784476784,0.790625,200
14-8-3,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,132,732,68,68,0.8640000000000001,0.6599999999999999,0.9149999999999998,0.6966367120391173,0.7875,200
14-8-3,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9173343942557537,0.946875,200
14-8-3,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.9700000000000001,0.881498868009056,0.925,200
14-8-3,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9012668750426187,0.9375,200
14-8-3,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9015083162451584,0.9375,200
14-8-3,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.9800000000000001,0.9253729539020362,0.95,200
14-8-3,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,151,751,49,49,0.9019999999999999,0.7549999999999999,0.93875,0.7777567200241619,0.846875,200
14-8-3,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,146,746,54,54,0.892,0.73,0.9324999999999999,0.7552361915265141,0.83125,200
14-8-3,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,150,750,50,50,0.9,0.7499999999999999,0.9375,0.7555272108843538,0.84375,200
14-8-3,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,152,752,48,48,0.9039999999999999,0.76,0.9400000000000001,0.7601628057305212,0.85,200
14-8-3,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,147,747,53,53,0.8939999999999999,0.735,0.9337500000000001,0.7631379186443319,0.834375,200
14-8-3,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.9780000000000001,0.9450000000000001,0.9862500000000001,0.9449749843652283,0.965625,200
14-8-3,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,182,782,18,18,0.9640000000000001,0.9099999999999999,0.9775,0.9113420687839291,0.94375,200
14-8-3,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9199999999999999,0.9800000000000001,0.9216901520731892,0.95,200
14-8-3,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.925779411004058,0.953125,200
14-8-3,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,190,790,10,10,0.9799999999999999,0.95,0.9875,0.9511880817694772,0.96875,200
14-8-3,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637499999999999,0.8656139399106151,0.909375,200
14-8-3,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8881204655775352,0.921875,200
14-8-3,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.840036231884058,0.890625,200
14-8-3,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,170,770,30,30,0.9400000000000001,0.85,0.9625,0.8499591144841465,0.90625,200
14-8-3,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,169,769,31,31,0.9380000000000001,0.845,0.96125,0.8486185383244207,0.903125,200
