distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
6-14,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,190,790,10,10,0.9799999999999999,0.95,0.9875,0.9507716225302876,0.96875,200
6-14,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9056606199463342,0.9375,200
6-14,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.9737500000000001,0.8972499960260057,0.934375,200
6-14,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.9350000000000002,0.98375,0.9355905006418486,0.959375,200
6-14,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.959987492182614,0.975,200
