,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,1,3
real_AS,3,22,6,6,3
real_MR,2,7,24,4,3
real_MS,9,5,0,19,7
real_MVP,14,6,1,4,15
