,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,1,0,0,2
real_AS,1,19,1,14,5
real_MR,0,13,20,7,0
real_MS,11,6,0,22,1
real_MVP,12,4,1,5,18
