comparación,distancia
N-AS,0.22393854514696743
N-MR,0.023421486810707548
N-MS,0.10446557494503544
N-MVP,0.20689085306211114
AS-MR,0.24736003195767498
AS-MS,0.11947297020193198
AS-MVP,0.017047692084856292
MR-MS,0.127887061755743
MR-MVP,0.23031233987281868
MS-MVP,0.10242527811707569
