comparación,distancia
N-AS,0.5627938699016937
N-MR,0.02683967407726734
N-MS,0.1110222837730101
N-MVP,0.13848243594246845
AS-MR,0.5359541958244263
AS-MS,0.4517715861286835
AS-MVP,0.42431143395922516
MR-MS,0.08418260969574276
MR-MVP,0.11164276186520111
MS-MVP,0.02746015216945835
