,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,36,3,0,1
real_MR,0,2,33,5,0
real_MS,1,6,0,30,3
real_MVP,0,5,3,3,29
