distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
10-9-7-5-4,5,KNN,DeepONMF_H5,1,PROMEDIO_MACRO,155,755,45,45,0.9099999999999999,0.775,0.94375,0.8111990777165836,0.859375,200
10-9-7-5-4,5,KNN,DeepONMF_H5,2,PROMEDIO_MACRO,159,759,41,41,0.9179999999999999,0.7949999999999999,0.9487499999999999,0.8184809245335561,0.871875,200
10-9-7-5-4,5,KNN,DeepONMF_H5,3,PROMEDIO_MACRO,158,758,42,42,0.916,0.79,0.9475,0.7949733878305307,0.86875,200
10-9-7-5-4,5,KNN,DeepONMF_H5,4,PROMEDIO_MACRO,164,764,36,36,0.9279999999999999,0.82,0.9549999999999998,0.8346235367288,0.8875,200
10-9-7-5-4,5,KNN,DeepONMF_H5,5,PROMEDIO_MACRO,160,760,40,40,0.9200000000000002,0.8,0.95,0.8444859307359307,0.875,200
10-9-7-5-4,5,KNN,DeepONMF_W,1,PROMEDIO_MACRO,135,735,65,65,0.8699999999999999,0.675,0.91875,0.6994827586206896,0.796875,200
10-9-7-5-4,5,KNN,DeepONMF_W,2,PROMEDIO_MACRO,124,724,76,76,0.8480000000000001,0.62,0.905,0.63602077642731,0.7625,200
10-9-7-5-4,5,KNN,DeepONMF_W,3,PROMEDIO_MACRO,132,732,68,68,0.8640000000000001,0.6599999999999999,0.915,0.6947267904509283,0.7875,200
10-9-7-5-4,5,KNN,DeepONMF_W,4,PROMEDIO_MACRO,135,735,65,65,0.8699999999999999,0.675,0.91875,0.6805630970336852,0.796875,200
10-9-7-5-4,5,KNN,DeepONMF_W,5,PROMEDIO_MACRO,136,736,64,64,0.8720000000000001,0.68,0.9199999999999999,0.7132868195634153,0.8,200
10-9-7-5-4,5,SVM,DeepONMF_H5,1,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.9737500000000001,0.9053016591251886,0.934375,200
10-9-7-5-4,5,SVM,DeepONMF_H5,2,PROMEDIO_MACRO,177,777,23,23,0.9540000000000001,0.885,0.9712500000000001,0.8878652377432864,0.928125,200
10-9-7-5-4,5,SVM,DeepONMF_H5,3,PROMEDIO_MACRO,174,774,26,26,0.9480000000000001,0.8699999999999999,0.9675,0.8681162160458813,0.91875,200
10-9-7-5-4,5,SVM,DeepONMF_H5,4,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8753926183975145,0.921875,200
10-9-7-5-4,5,SVM,DeepONMF_H5,5,PROMEDIO_MACRO,182,782,18,18,0.9639999999999999,0.9099999999999999,0.9775,0.9152978432541701,0.94375,200
10-9-7-5-4,5,SVM,DeepONMF_W,1,PROMEDIO_MACRO,148,748,52,52,0.8959999999999999,0.74,0.9349999999999999,0.7775006572374992,0.8375,200
10-9-7-5-4,5,SVM,DeepONMF_W,2,PROMEDIO_MACRO,142,742,58,58,0.884,0.7100000000000001,0.9274999999999999,0.7068037135278514,0.81875,200
10-9-7-5-4,5,SVM,DeepONMF_W,3,PROMEDIO_MACRO,155,755,45,45,0.9100000000000001,0.775,0.94375,0.7938142890006243,0.859375,200
10-9-7-5-4,5,SVM,DeepONMF_W,4,PROMEDIO_MACRO,154,754,46,46,0.908,0.77,0.9424999999999999,0.7679176665066922,0.85625,200
10-9-7-5-4,5,SVM,DeepONMF_W,5,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7592434983011324,0.84375,200
10-9-7-5-4,5,UjaNet,DeepONMF_H5,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.9650000000000001,0.99125,0.9655269434767598,0.978125,200
10-9-7-5-4,5,UjaNet,DeepONMF_H5,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.9799999999999999,0.9222093000672004,0.95,200
10-9-7-5-4,5,UjaNet,DeepONMF_H5,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9199999999999999,0.9800000000000001,0.9208270676691729,0.95,200
10-9-7-5-4,5,UjaNet,DeepONMF_H5,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9154960572162114,0.946875,200
10-9-7-5-4,5,UjaNet,DeepONMF_H5,5,PROMEDIO_MACRO,189,789,11,11,0.9780000000000001,0.945,0.9862499999999998,0.9453290747193186,0.965625,200
10-9-7-5-4,5,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,166,766,34,34,0.932,0.8299999999999998,0.9574999999999999,0.8378901560624248,0.89375,200
10-9-7-5-4,5,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8861894382862125,0.925,200
10-9-7-5-4,5,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,167,767,33,33,0.9339999999999999,0.835,0.9587499999999999,0.8459800076014309,0.896875,200
10-9-7-5-4,5,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8848728410172718,0.925,200
10-9-7-5-4,5,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,170,770,30,30,0.9400000000000001,0.85,0.9625,0.8558508674787746,0.90625,200
