,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,40,0,0,0,0
real_AS,0,37,2,0,1
real_MR,0,1,38,0,1
real_MS,0,0,0,38,2
real_MVP,3,2,1,1,33
