indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_0db,N,New_N_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.3741535220338049,2x212,0.012628600001335144,32,0.27237494058782163,0.26999151375365615,0.011032899958081543,2,0.20620907295028218,0.16980709928403598,0.0008421000093221664
1,SNR_0db,N,New_N_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.368547171588304,2x212,0.011688000056892633,32,0.26861861494418937,0.2766357018827992,0.010056499973870814,2,0.20186002122411256,0.18030468081149248,0.0008971000788733363
2,SNR_0db,AS,New_AS_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.44321391517178577,2x212,0.012348800082691014,32,0.304682362556007,0.2687604407572172,0.010864999960176647,2,0.31941108147179764,0.24396762639649888,0.0008644999470561743
3,SNR_0db,AS,New_AS_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.4283694352064934,2x212,0.014866000041365623,32,0.29066370407473413,0.26910050640142935,0.013096300070174038,2,0.3062271205126388,0.22709151357731985,0.000915299984626472
4,SNR_0db,MR,New_MR_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.41809084437321015,2x212,0.013876500073820353,32,0.2927367227527798,0.27531963274603255,0.012305099982768297,2,0.2714285965737313,0.2608025277177274,0.0008737000171095133
5,SNR_0db,MR,New_MR_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.43120089994029287,2x212,0.0145777000579983,32,0.30168221233923054,0.2608447293308968,0.012652399949729443,2,0.28913742858220987,0.277405015737507,0.00120449997484684
6,SNR_0db,MS,New_MS_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.3969869073331735,2x212,0.014646399999037385,32,0.2837895013371367,0.26991103492800944,0.012281599920243025,2,0.24320596894600072,0.22861422881763185,0.0011841000523418188
7,SNR_0db,MS,New_MS_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.39996404345006203,2x212,0.013426599907688797,32,0.28343381792530425,0.26881322887983194,0.011728700017556548,2,0.24494443807349914,0.2249911270864522,0.0009241999359801412
8,SNR_0db,MVP,New_MVP_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.4867128200704397,2x212,0.016460799961350858,32,0.28597411446806187,0.2540870220230968,0.014167000073939562,2,0.5002921066855076,0.11868812129678015,0.0012678999919444323
9,SNR_0db,MVP,New_MVP_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.475881519423987,2x212,0.01844149990938604,32,0.21833204833387987,0.24890969534183344,0.015392300090752542,2,0.4300890257666889,0.1849384964048983,0.001745699904859066
