,N,AS,MR,MS,MVP
N,98.0,0.0,0.5,0.5,1.0
AS,0.5,96.0,2.5,0.5,0.5
MR,4.0,6.0,87.5,1.5,1.0
MS,0.5,1.0,1.0,94.5,3.0
MVP,2.5,2.0,2.0,3.0,90.5
