,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,1,0,0,2
real_AS,0,32,3,5,0
real_MR,0,13,25,1,1
real_MS,6,15,0,17,2
real_MVP,11,8,3,1,17
