,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,2,0
real_AS,0,27,6,4,3
real_MR,0,1,35,2,2
real_MS,1,1,0,35,3
real_MVP,1,2,1,2,34
