,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,34,0,2,1,3
real_AS,0,31,7,2,0
real_MR,0,1,30,6,3
real_MS,2,1,2,34,1
real_MVP,0,3,1,2,34
