indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
103,SNR_0db,N,New_N_104.wav,10,DeepONMF_H1,1,0.3039408810028656,10x212,0.007678300025872886,10,0.3039408810028656,0.26000179425066994,0.007125800009816885
104,SNR_0db,N,New_N_105.wav,10,DeepONMF_H1,1,0.3055154946491242,10x212,0.0073339000809937716,10,0.3055154946491242,0.2438907541812186,0.006656400044448674
105,SNR_0db,N,New_N_106.wav,10,DeepONMF_H1,1,0.30280096955789176,10x212,0.007419800036586821,10,0.30280096955789176,0.23473217320734377,0.006582600064575672
106,SNR_0db,N,New_N_107.wav,10,DeepONMF_H1,1,0.30980477287171726,10x212,0.007519199978560209,10,0.30980477287171726,0.22244721742941892,0.00690409995149821
107,SNR_0db,N,New_N_108.wav,10,DeepONMF_H1,1,0.3076113984677964,10x212,0.0067683999659493566,10,0.3076113984677964,0.23550542950104836,0.0062448999378830194
108,SNR_0db,N,New_N_109.wav,10,DeepONMF_H1,1,0.2981942168877193,10x212,0.007456199964508414,10,0.2981942168877193,0.2591296813352455,0.006746099912561476
109,SNR_0db,N,New_N_110.wav,10,DeepONMF_H1,1,0.30597539110239397,10x212,0.007266800035722554,10,0.30597539110239397,0.2631788277781816,0.00656629994045943
110,SNR_0db,N,New_N_111.wav,10,DeepONMF_H1,1,0.29912377708061333,10x212,0.007847499917261302,10,0.29912377708061333,0.2623574003394035,0.007033800007775426
111,SNR_0db,N,New_N_112.wav,10,DeepONMF_H1,1,0.3064652542529674,10x212,0.007221999927423894,10,0.3064652542529674,0.26929271200790084,0.006447299965657294
112,SNR_0db,N,New_N_113.wav,10,DeepONMF_H1,1,0.30034790116238497,10x212,0.007316399947740138,10,0.30034790116238497,0.22956049000882103,0.006682700011879206
113,SNR_0db,N,New_N_114.wav,10,DeepONMF_H1,1,0.3050903051304097,10x212,0.007039999938569963,10,0.3050903051304097,0.2581589168770357,0.006466399994678795
114,SNR_0db,N,New_N_115.wav,10,DeepONMF_H1,1,0.3090882379574516,10x212,0.007581899990327656,10,0.3090882379574516,0.2458780230368821,0.006729000015184283
115,SNR_0db,N,New_N_116.wav,10,DeepONMF_H1,1,0.3043623359423691,10x212,0.007504599983803928,10,0.3043623359423691,0.2795479977025365,0.0068682999117299914
116,SNR_0db,N,New_N_117.wav,10,DeepONMF_H1,1,0.3045444324411216,10x212,0.007098899921402335,10,0.3045444324411216,0.24495436250603642,0.006389299989677966
117,SNR_0db,N,New_N_118.wav,10,DeepONMF_H1,1,0.31082029394626093,10x212,0.008182800025679171,10,0.31082029394626093,0.2437985134487861,0.007401500013656914
118,SNR_0db,N,New_N_119.wav,10,DeepONMF_H1,1,0.2958250934810449,10x212,0.007242999970912933,10,0.2958250934810449,0.2650649123329821,0.006468800012953579
119,SNR_0db,N,New_N_120.wav,10,DeepONMF_H1,1,0.3068020945276375,10x212,0.008099699974991381,10,0.3068020945276375,0.263432790051831,0.007333599962294102
120,SNR_0db,N,New_N_121.wav,10,DeepONMF_H1,1,0.30862549268531847,10x212,0.006994799943640828,10,0.30862549268531847,0.1957132313916278,0.006378499907441437
121,SNR_0db,N,New_N_122.wav,10,DeepONMF_H1,1,0.3041607166875589,10x212,0.007245799992233515,10,0.3041607166875589,0.22173285653170302,0.006718200049363077
122,SNR_0db,N,New_N_123.wav,10,DeepONMF_H1,1,0.2966720217504412,10x212,0.006847599986940622,10,0.2966720217504412,0.2548267581997447,0.0063486999133601785
123,SNR_0db,N,New_N_124.wav,10,DeepONMF_H1,1,0.30358378675604675,10x212,0.0076633000280708075,10,0.30358378675604675,0.2378166004786201,0.006669100024737418
124,SNR_0db,N,New_N_125.wav,10,DeepONMF_H1,1,0.3067968951370276,10x212,0.0076463998993858695,10,0.30679689513702757,0.21755902966150945,0.006869000033475459
125,SNR_0db,N,New_N_126.wav,10,DeepONMF_H1,1,0.2934927207676381,10x212,0.007241599960252643,10,0.2934927207676381,0.23516275178746726,0.006480199983343482
126,SNR_0db,N,New_N_127.wav,10,DeepONMF_H1,1,0.2947754669900202,10x212,0.008094199933111668,10,0.2947754669900202,0.2511235338875432,0.007227299967780709
127,SNR_0db,N,New_N_128.wav,10,DeepONMF_H1,1,0.29302013647940156,10x212,0.00667299993801862,10,0.29302013647940156,0.2767470581733925,0.006097799981944263
128,SNR_0db,N,New_N_129.wav,10,DeepONMF_H1,1,0.29532668890532804,10x212,0.007643799996003509,10,0.29532668890532804,0.2505113713864186,0.0069957999512553215
129,SNR_0db,N,New_N_130.wav,10,DeepONMF_H1,1,0.29540394466839615,10x212,0.006949799950234592,10,0.29540394466839615,0.2546798530431228,0.006262299953959882
130,SNR_0db,N,New_N_131.wav,10,DeepONMF_H1,1,0.29536066704216474,10x212,0.008086899993941188,10,0.29536066704216474,0.25903977324444605,0.007348499959334731
131,SNR_0db,N,New_N_132.wav,10,DeepONMF_H1,1,0.29913633950571045,10x212,0.007135700085200369,10,0.29913633950571045,0.2357579077100276,0.0065740999998524785
132,SNR_0db,N,New_N_133.wav,10,DeepONMF_H1,1,0.3008665009378058,10x212,0.007752500008791685,10,0.3008665009378058,0.24887621340539678,0.006864700000733137
133,SNR_0db,N,New_N_134.wav,10,DeepONMF_H1,1,0.29723087771653217,10x212,0.007264800020493567,10,0.29723087771653217,0.27748284518592753,0.006706900079734623
134,SNR_0db,N,New_N_135.wav,10,DeepONMF_H1,1,0.2967181690164223,10x212,0.007120000082068145,10,0.2967181690164223,0.2534988685349988,0.006610399927012622
135,SNR_0db,N,New_N_136.wav,10,DeepONMF_H1,1,0.2961880927997979,10x212,0.007901000091806054,10,0.2961880927997979,0.2495523514181541,0.007251700037159026
136,SNR_0db,N,New_N_137.wav,10,DeepONMF_H1,1,0.2919132110239894,10x212,0.0073099000146612525,10,0.2919132110239894,0.2628192499820354,0.006583400070667267
137,SNR_0db,N,New_N_138.wav,10,DeepONMF_H1,1,0.29829851343814645,10x212,0.007862399914301932,10,0.29829851343814645,0.21598080659969224,0.007054799934849143
138,SNR_0db,N,New_N_139.wav,10,DeepONMF_H1,1,0.2941569312606189,10x212,0.0073899999260902405,10,0.2941569312606189,0.2598827509216005,0.006589299999177456
139,SNR_0db,N,New_N_140.wav,10,DeepONMF_H1,1,0.2996575043751613,10x212,0.007698699948377907,10,0.2996575043751613,0.20951419400584692,0.007040599943138659
140,SNR_0db,N,New_N_141.wav,10,DeepONMF_H1,1,0.30053188306671,10x212,0.007049200008623302,10,0.30053188306671,0.21730585653255477,0.006348900031298399
141,SNR_0db,N,New_N_142.wav,10,DeepONMF_H1,1,0.3005040803952211,10x212,0.00727760000154376,10,0.3005040803952211,0.271001821126542,0.0066244000336155295
142,SNR_0db,N,New_N_143.wav,10,DeepONMF_H1,1,0.2979746501313476,10x212,0.007092299987562001,10,0.2979746501313476,0.25583601535245765,0.006392500014044344
143,SNR_0db,N,New_N_144.wav,10,DeepONMF_H1,1,0.2916165489033604,10x212,0.007206599926576018,10,0.2916165489033604,0.2713629786925085,0.0064199999906122684
144,SNR_0db,N,New_N_145.wav,10,DeepONMF_H1,1,0.29920314786423463,10x212,0.007542000035755336,10,0.29920314786423463,0.20425907312569164,0.006800299976021051
145,SNR_0db,N,New_N_146.wav,10,DeepONMF_H1,1,0.29416463366174234,10x212,0.006921300082467496,10,0.29416463366174234,0.2466358550714492,0.006208700011484325
146,SNR_0db,N,New_N_147.wav,10,DeepONMF_H1,1,0.296914565604082,10x212,0.008437999989837408,10,0.296914565604082,0.2284873231757478,0.007428599987179041
147,SNR_0db,N,New_N_148.wav,10,DeepONMF_H1,1,0.29659333629849083,10x212,0.007366300094872713,10,0.29659333629849083,0.26899905501858,0.006633199984207749
148,SNR_0db,N,New_N_149.wav,10,DeepONMF_H1,1,0.30165835810348635,10x212,0.008125100051984191,10,0.30165835810348635,0.23547690289746648,0.007052200031466782
149,SNR_0db,N,New_N_150.wav,10,DeepONMF_H1,1,0.3011600205889126,10x212,0.007452199934050441,10,0.3011600205889126,0.22365172740516717,0.006777099915780127
150,SNR_0db,N,New_N_151.wav,10,DeepONMF_H1,1,0.29570430681638515,10x212,0.007824999978765845,10,0.29570430681638515,0.2852969362183886,0.007194700068794191
151,SNR_0db,N,New_N_152.wav,10,DeepONMF_H1,1,0.2998354477647844,10x212,0.007117099943570793,10,0.2998354477647844,0.23751670741070524,0.006393600022420287
152,SNR_0db,N,New_N_153.wav,10,DeepONMF_H1,1,0.2973473439734689,10x212,0.007632500026375055,10,0.2973473439734689,0.2725909889677636,0.006785799982026219
153,SNR_0db,N,New_N_154.wav,10,DeepONMF_H1,1,0.29614145292309296,10x212,0.0070680000353604555,10,0.29614145292309296,0.21810131845984543,0.006533200037665665
154,SNR_0db,N,New_N_155.wav,10,DeepONMF_H1,1,0.2974993119565382,10x212,0.006788900005631149,10,0.2974993119565382,0.2854812852172611,0.006221799994818866
155,SNR_0db,N,New_N_156.wav,10,DeepONMF_H1,1,0.2959875538015759,10x212,0.007589600048959255,10,0.2959875538015759,0.22562054762888129,0.006839500041678548
156,SNR_0db,N,New_N_157.wav,10,DeepONMF_H1,1,0.30767168468374545,10x212,0.00723920005839318,10,0.30767168468374545,0.2563868623269054,0.006558799999766052
157,SNR_0db,N,New_N_158.wav,10,DeepONMF_H1,1,0.30402529145257706,10x212,0.007502199965529144,10,0.30402529145257706,0.24762479937776444,0.006865900009870529
