,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,1,0,2,1
real_AS,0,39,0,1,0
real_MR,0,1,31,7,1
real_MS,2,1,1,36,0
real_MVP,6,1,0,3,30
