indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos,capa_5_rango,capa_5_error,capa_5_ortogonalidad_h,capa_5_segundos
0,N,New_N_001.wav,15-12-9-6-3,5,0.5429613957300425,126x3,3x212,15,0.04900094876104395,0.3513777566963183,0.011256400001002476,12,0.18725262444339236,0.19352180853598971,0.004259799999999814,9,0.26440121854628695,0.1592241373887878,0.0031906000003800727,6,0.32999476373588194,0.1314036122031721,0.002802700000756886,3,0.542776189344905,0.154723492762707,0.0025729000044520944
1,N,New_N_002.wav,15-12-9-6-3,5,0.48762852660942174,126x3,3x212,15,0.045986141736207096,0.40617578703250834,0.009934099995007273,12,0.20619912533402665,0.19555897215922677,0.005754400001023896,9,0.30067714599349094,0.17113264937229722,0.004749899999296758,6,0.4209524313356514,0.16425660668775013,0.004099800004041754,3,0.5864942291985955,0.16417839535803067,0.003545999999914784
2,N,New_N_003.wav,15-12-9-6-3,5,0.45257858543360746,126x3,3x212,15,0.055292670624620704,0.3294350727924591,0.013337900003534742,12,0.19276960204594773,0.18647763864080116,0.004571600002236664,9,0.2570494279749932,0.16755013732724722,0.003492899995762855,6,0.35805264335149617,0.17472543157853646,0.002777000001515262,3,0.575197526190593,0.17796731285629144,0.002355700002226513
3,N,New_N_004.wav,15-12-9-6-3,5,0.5596956742072382,126x3,3x212,15,0.050177233191800764,0.36136230383500084,0.010307900003681425,12,0.19830429375650097,0.21071738658892283,0.0038578999956371263,9,0.3241569372374471,0.180826955559749,0.003278299998783041,6,0.4192266337322454,0.1761368928248256,0.0029529000021284446,3,0.5676251590862608,0.20459206499669066,0.0027632000055746175
4,N,New_N_005.wav,15-12-9-6-3,5,0.5131794567702767,126x3,3x212,15,0.041373815745830975,0.39182941769613344,0.01240430000325432,12,0.16152150175041782,0.1758708680429914,0.004765100005897693,9,0.2845224750721737,0.1291396921064092,0.003212700001313351,6,0.3711872734739471,0.1075451690667545,0.002847199997631833,3,0.5218550975080414,0.09148904176400412,0.002402300000539981
5,N,New_N_006.wav,15-12-9-6-3,5,0.4691788690417987,126x3,3x212,15,0.05174391196391788,0.3580237950143327,0.011573700001463294,12,0.196908930011063,0.17875866240914437,0.0036299000057624653,9,0.27449953756425816,0.1422196384463143,0.0028745000017806888,6,0.3807679764056101,0.1434113159344845,0.003089699996053241,3,0.5601354763764546,0.11990542004976051,0.0022383000032277778
6,N,New_N_007.wav,15-12-9-6-3,5,0.5061778423897645,126x3,3x212,15,0.0508503478327872,0.364474964260919,0.00863509999908274,12,0.19472896326316932,0.1621911480087915,0.0036210999969625846,9,0.32978449233455887,0.15102801891263862,0.0027792999972007237,6,0.3962278449540816,0.16681836410690482,0.0024406000011367723,3,0.5639690579217082,0.15633868703091525,0.0020740000036312267
7,N,New_N_008.wav,15-12-9-6-3,5,0.5169035629371465,126x3,3x212,15,0.050242453152402194,0.4096689454470073,0.009128099998633843,12,0.20429681311722886,0.22928431150463519,0.0038198999973246828,9,0.3215660329861609,0.19397041295194134,0.002673399998457171,6,0.4029195068405288,0.21893159530458353,0.0023615999962203205,3,0.5526485924486372,0.2692518400688117,0.002081200000247918
8,N,New_N_009.wav,15-12-9-6-3,5,0.5291451253252336,126x3,3x212,15,0.046710109199033484,0.36298670825615503,0.008786200000031386,12,0.19070568549477918,0.18709067401573892,0.0032960000025923364,9,0.2763005526556355,0.13185877676243193,0.0026484000045456924,6,0.34805315383446356,0.12169721077532551,0.0026587000029394403,3,0.5895115225936801,0.16361826341781396,0.0021520000009331852
9,N,New_N_010.wav,15-12-9-6-3,5,0.5354770776357594,126x3,3x212,15,0.06108575871936813,0.3313077548246302,0.008618700005172286,12,0.25299319599094944,0.15627033485554442,0.004731299995910376,9,0.3131532461279875,0.15571916814865525,0.0027542000025277957,6,0.39067705075311326,0.12026206497565343,0.002376600001298357,3,0.5947594948252145,0.13436668661713835,0.002032200005487539
