,N,AS,MR,MS,MVP
N,99.0,0.0,0.0,0.5,0.5
AS,0.5,94.5,2.5,0.5,2.0
MR,3.0,6.0,87.5,2.0,1.5
MS,1.0,0.0,1.5,93.5,4.0
MVP,4.5,2.5,2.5,2.5,88.0
