indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h
0,26-4,2,0.18347655354336723,4x212,0.03472009999677539,26,0.03774358023112246,0.3896674964075574,4,0.5583083930451962,0.1835974099829439
1,26-4,2,0.17048437493164534,4x212,0.037468900001840666,26,0.037834390400833445,0.41935676013829504,4,0.5494637811329369,0.2656094083055446
2,26-4,2,0.17497615700550592,4x212,0.05003129999386147,26,0.04006817084092421,0.3498466783821611,4,0.5716530921949318,0.2190879109540628
3,26-4,2,0.16983197129511338,4x212,0.03812929999548942,26,0.03574580819622372,0.4030226812340605,4,0.5626699506968289,0.29478604266365743
4,26-4,2,0.1481410477189411,4x212,0.04260159999830648,26,0.03733103241912119,0.4112257210986807,4,0.5419630206016596,0.28266594287879604
5,26-4,2,0.17614864203210095,4x212,0.030629800021415576,26,0.031929183420223,0.42339367209474144,4,0.5777868745145718,0.29688834075568016
6,26-4,2,0.17037310164463274,4x212,0.03202480002073571,26,0.038072464130301145,0.4237664194051761,4,0.5596197499525533,0.28819202944148287
7,26-4,2,0.17244848454090203,4x212,0.0332201000128407,26,0.04092401304466842,0.44079116476139996,4,0.5599357789347348,0.31248670996805555
8,26-4,2,0.17582545077504586,4x212,0.02679189998889342,26,0.037233928690004026,0.3929570082846828,4,0.5557726172235338,0.24745276186496346
9,26-4,2,0.1570891073145067,4x212,0.02587909999419935,26,0.036564788981285866,0.3898314278900956,4,0.4871000660495735,0.20720076333359963
10,26-4,2,0.15254548146416447,4x212,0.026381100004073232,26,0.03966689187947555,0.3902674668711987,4,0.577586248122775,0.24624287681953871
11,26-4,2,0.1832219813444439,4x212,0.03429589999723248,26,0.03783011931799425,0.38884676943944746,4,0.4535984709807541,0.23368297253026285
12,26-4,2,0.18637605073620894,4x212,0.030604900006437674,26,0.037170740685094475,0.40069931413681403,4,0.5403107640673317,0.2932265337724766
13,26-4,2,0.18974161708957718,4x212,0.027020999987144023,26,0.037629172409347725,0.3974135765589331,4,0.5489391656630505,0.26913341526983064
14,26-4,2,0.1664604873004676,4x212,0.03319879999617115,26,0.04131102263954812,0.40905757771079143,4,0.5660845891900124,0.273834939559407
15,26-4,2,0.18234435865365214,4x212,0.030159899994032457,26,0.03653670645063333,0.39454852176191585,4,0.5487659840258258,0.262855567071217
16,26-4,2,0.18808923817096238,4x212,0.03207379998639226,26,0.044717836820250864,0.4148844300124712,4,0.5472884170174513,0.2775849586632608
17,26-4,2,0.14304939838773836,4x212,0.028813100012484938,26,0.03531119218264789,0.4087155939446177,4,0.5673698863026045,0.27710184339672894
18,26-4,2,0.18917189745375285,4x212,0.02636820002226159,26,0.03361900080658135,0.3843269504483055,4,0.4985181477457151,0.26190561182279865
19,26-4,2,0.17564345669748868,4x212,0.02616519998991862,26,0.03398994657422656,0.43091042707011173,4,0.48414984191176963,0.2210622483531325
20,26-4,2,0.17720661698207454,4x212,0.03567000001203269,26,0.03555349188223093,0.37605490001842345,4,0.5808472853032244,0.22067552391514114
21,26-4,2,0.16713516814507412,4x212,0.03457190000335686,26,0.03784150264134059,0.38900416231779167,4,0.5674336712993246,0.23448287541142654
22,26-4,2,0.1758212063869637,4x212,0.030299800011562183,26,0.036506881329693874,0.3842963364998488,4,0.5073655115236346,0.2571465457259534
23,26-4,2,0.14800886224847934,4x212,0.027363500004867092,26,0.04507092711832705,0.4058631359084504,4,0.5671217911639893,0.22467671689103805
24,26-4,2,0.22209730318704862,4x212,0.03340230000321753,26,0.037521433431687436,0.3923104995400245,4,0.5245611743235234,0.2065006781024635
25,26-4,2,0.17674550421565577,4x212,0.033908799989148974,26,0.03865625592223023,0.3535981397529266,4,0.5228693348164068,0.2803206701924003
26,26-4,2,0.16829563285048108,4x212,0.029155399999581277,26,0.03885242419118765,0.401153245496138,4,0.5798729913972652,0.28374879770261296
27,26-4,2,0.19582430184474112,4x212,0.02962610000395216,26,0.03652880867126321,0.3678503498262407,4,0.5322089851529477,0.328858444437758
28,26-4,2,0.17495508444926453,4x212,0.04086740000639111,26,0.04018720980154751,0.41241894486569664,4,0.569441055227758,0.2722404707995627
29,26-4,2,0.14228046513909792,4x212,0.03257419998408295,26,0.0375225418612308,0.4287326151896727,4,0.5679285728536546,0.29135078189267377
30,26-4,2,0.1506591052133787,4x212,0.041387900011613965,26,0.03609219876128868,0.36040194895758565,4,0.6120990088871048,0.22889081629886113
31,26-4,2,0.1843215815093185,4x212,0.03964760000235401,26,0.03848992157149224,0.3839442973975481,4,0.521024415386882,0.2591340039249004
32,26-4,2,0.17314265584777758,4x212,0.031222200021147728,26,0.035727607130372006,0.37942855559206573,4,0.5382545168196163,0.2894966526669006
33,26-4,2,0.1648550631555018,4x212,0.026177799998549744,26,0.03849597312369366,0.40698126522640876,4,0.48933160210284027,0.25215126424627643
34,26-4,2,0.1845402519740688,4x212,0.040315400023246184,26,0.03683991302431093,0.3917163401745869,4,0.5058538825854032,0.2989371916944754
35,26-4,2,0.1687939692040501,4x212,0.027748399996198714,26,0.03485964596179871,0.3886463397901733,4,0.5187786273503138,0.2888100834777462
36,26-4,2,0.13012333606343127,4x212,0.031867000012425706,26,0.02433253135443929,0.4172581788637507,4,0.4408834112352781,0.2641725498605056
37,26-4,2,0.1490596505714262,4x212,0.028225399990333244,26,0.029115405551096162,0.41018063066229704,4,0.45155170634177,0.20482953851851984
38,26-4,2,0.167841774543573,4x212,0.029417599987937137,26,0.024146822380967162,0.4037403203700212,4,0.4165020134434591,0.2725571536535511
39,26-4,2,0.15328292659871834,4x212,0.02875200001290068,26,0.027922569428136514,0.4201349468121754,4,0.4168598885419095,0.25819328786408785
40,26-4,2,0.12795190013422283,4x212,0.03405370001564734,26,0.025056140094502032,0.4418106334241165,4,0.4618330440236384,0.2630770975476033
41,26-4,2,0.16933714783889636,4x212,0.027933400007896125,26,0.028058837259577873,0.43837377450441495,4,0.39811300705695174,0.34448332955598554
42,26-4,2,0.17189933670195193,4x212,0.027837100002216175,26,0.024244468132803117,0.42303510428935875,4,0.45215371459782394,0.15440173489580522
43,26-4,2,0.13798058326415166,4x212,0.03650619997642934,26,0.026821415952870083,0.4397128626625776,4,0.48828355602472623,0.2688897376610188
44,26-4,2,0.13970956749039726,4x212,0.026726999989477918,26,0.027201524033892123,0.41514519134883016,4,0.5092448560741498,0.2505420437415191
45,26-4,2,0.1338627597377539,4x212,0.02667759999167174,26,0.0260799872529936,0.46155590281677056,4,0.48802675020624736,0.2277223635807686
46,26-4,2,0.15842583143267508,4x212,0.039358099980745465,26,0.027978339537404414,0.4152040959553647,4,0.5176626628899123,0.17559603667763382
47,26-4,2,0.1486969339317563,4x212,0.037947700009681284,26,0.029333861840173076,0.44189663225586245,4,0.4610044088321988,0.25997329324482193
48,26-4,2,0.13639394977284428,4x212,0.033375400002114475,26,0.028064293639277732,0.46761735776580543,4,0.44890679589004756,0.25130289426174607
49,26-4,2,0.17417079763859336,4x212,0.028452300000935793,26,0.02644997247108584,0.45086290401774126,4,0.395693675510282,0.3449172876841437
50,26-4,2,0.14622983488701274,4x212,0.03722820000257343,26,0.02798957302438294,0.42721358628654316,4,0.49013231227930637,0.293453847540193
51,26-4,2,0.14450916063834218,4x212,0.03294350000214763,26,0.02756307140929702,0.4212996380841597,4,0.5113047407131913,0.20273664896780244
52,26-4,2,0.14354328734532767,4x212,0.03297279999242164,26,0.02936524365631325,0.4441720089418713,4,0.4867794452022167,0.29108635557600804
53,26-4,2,0.12775746844271463,4x212,0.03642970000510104,26,0.028237908999245352,0.41721655203167696,4,0.5231875961068978,0.2492695706220962
54,26-4,2,0.16140645186180036,4x212,0.031241700024111196,26,0.026356371045627606,0.4335407570319635,4,0.414757600335362,0.25215088669177604
55,26-4,2,0.14512024155164446,4x212,0.026974699983838946,26,0.02553150410556732,0.4262697190926738,4,0.4770234272906435,0.26661008243156004
56,26-4,2,0.12852537654501175,4x212,0.04212250001728535,26,0.028504039656136935,0.4535497949989484,4,0.5061374844129977,0.24959569869813272
57,26-4,2,0.14245178191605612,4x212,0.03070179998758249,26,0.02314636600403853,0.4539623120332406,4,0.45711596477114225,0.2627666052346503
58,26-4,2,0.1599378334321775,4x212,0.03477870000642724,26,0.027321929132856127,0.4245562466345409,4,0.49339488664674874,0.198611633557218
59,26-4,2,0.13298465684754587,4x212,0.036286700022174045,26,0.02595208030310461,0.4512919951248535,4,0.5150350862489295,0.2958130639210265
60,26-4,2,0.2120228116130327,4x212,0.03403809998417273,26,0.024468878458548064,0.42881632390237046,4,0.43892179781735857,0.22677977679458242
61,26-4,2,0.12935458020563426,4x212,0.03870350000215694,26,0.026129934008789997,0.4570787205373164,4,0.4971523262998306,0.2738869168927537
62,26-4,2,0.1342375232840756,4x212,0.02845000001252629,26,0.028436760767237976,0.40469079437443517,4,0.5331661288466492,0.28835659683519904
63,26-4,2,0.14520687726953893,4x212,0.029972499993164092,26,0.027463417583928635,0.44454210224426594,4,0.4780604000538071,0.3390385945459227
