comparación,distancia
N-AS,0.2510344035118621
N-MR,0.44439922339218074
N-MS,0.2573322626127793
N-MVP,0.44896468050422467
AS-MR,0.6954336269040429
AS-MS,0.5083666661246414
AS-MVP,0.6999990840160868
MR-MS,0.18706696077940144
MR-MVP,0.004565457112043925
MS-MVP,0.19163241789144536
