comparación,distancia
N-AS,0.16323461314352994
N-MR,0.5779990982213508
N-MS,0.33045351407680035
N-MVP,0.41229919570185125
AS-MR,0.7412337113648806
AS-MS,0.4936881272203303
AS-MVP,0.5755338088453812
MR-MS,0.24754558414455036
MR-MVP,0.16569990251949945
MS-MVP,0.0818456816250509
