,N,AS,MR,MS,MVP
N,97.5,0.0,0.0,0.5,2.0
AS,0.0,94.0,3.5000000000000004,0.0,2.5
MR,2.5,5.0,88.5,2.5,1.5
MS,1.0,1.5,1.5,92.5,3.5000000000000004
MVP,3.0,3.0,2.5,2.0,89.5
