comparación,distancia
N-AS,0.16654704180238722
N-MR,0.04331006611628008
N-MS,0.09053024925755576
N-MVP,0.18235774404576072
AS-MR,0.2098571079186673
AS-MS,0.257077291059943
AS-MVP,0.34890478584814794
MR-MS,0.047220183141275685
MR-MVP,0.13904767792948064
MS-MVP,0.09182749478820496
