,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,2,0,2,0
real_AS,1,34,2,3,0
real_MR,0,2,33,5,0
real_MS,1,6,0,33,0
real_MVP,2,2,4,4,28
