,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,2,0
real_AS,0,35,5,0,0
real_MR,0,5,31,3,1
real_MS,3,3,0,33,1
real_MVP,1,0,4,2,33
