distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
8-4,2,KNN,DeepONMF_H2,1,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
8-4,2,KNN,DeepONMF_H2,2,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
8-4,2,KNN,DeepONMF_H2,3,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
8-4,2,KNN,DeepONMF_H2,4,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
8-4,2,KNN,DeepONMF_H2,5,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
8-4,2,KNN,DeepONMF_W,1,144,33,7,16,0.885,0.9,0.825,0.9536423841059603,0.8625
8-4,2,KNN,DeepONMF_W,2,141,35,5,19,0.88,0.88125,0.875,0.9657534246575342,0.878125
8-4,2,KNN,DeepONMF_W,3,148,35,5,12,0.915,0.925,0.875,0.9673202614379085,0.9
8-4,2,KNN,DeepONMF_W,4,146,30,10,14,0.88,0.9125,0.75,0.9358974358974359,0.83125
8-4,2,KNN,DeepONMF_W,5,146,35,5,14,0.905,0.9125,0.875,0.9668874172185431,0.89375
8-4,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
8-4,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
8-4,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
8-4,2,SVM,DeepONMF_H2,4,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
8-4,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
8-4,2,SVM,DeepONMF_W,1,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
8-4,2,SVM,DeepONMF_W,2,142,38,2,18,0.9,0.8875,0.95,0.9861111111111112,0.91875
8-4,2,SVM,DeepONMF_W,3,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
8-4,2,SVM,DeepONMF_W,4,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
8-4,2,SVM,DeepONMF_W,5,146,36,4,14,0.91,0.9125,0.9,0.9733333333333334,0.90625
8-4,2,UjaNet,DeepONMF_H2,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
8-4,2,UjaNet,DeepONMF_H2,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
8-4,2,UjaNet,DeepONMF_H2,3,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
8-4,2,UjaNet,DeepONMF_H2,4,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
8-4,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
8-4,2,UjaNet,DeepONMF_W,1,156,33,7,4,0.945,0.975,0.825,0.9570552147239264,0.8999999999999999
8-4,2,UjaNet,DeepONMF_W,2,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
8-4,2,UjaNet,DeepONMF_W,3,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
8-4,2,UjaNet,DeepONMF_W,4,155,34,6,5,0.945,0.96875,0.85,0.9627329192546584,0.909375
8-4,2,UjaNet,DeepONMF_W,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
