distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
4-3,2,KNN,DeepONMF_H2,1,157,31,9,3,0.94,0.98125,0.775,0.9457831325301205,0.878125
4-3,2,KNN,DeepONMF_H2,2,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
4-3,2,KNN,DeepONMF_H2,3,157,34,6,3,0.955,0.98125,0.85,0.9631901840490797,0.9156249999999999
4-3,2,KNN,DeepONMF_H2,4,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
4-3,2,KNN,DeepONMF_H2,5,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
4-3,2,KNN,DeepONMF_W,1,148,36,4,12,0.92,0.925,0.9,0.9736842105263158,0.9125000000000001
4-3,2,KNN,DeepONMF_W,2,148,35,5,12,0.915,0.925,0.875,0.9673202614379085,0.9
4-3,2,KNN,DeepONMF_W,3,149,30,10,11,0.895,0.93125,0.75,0.9371069182389937,0.840625
4-3,2,KNN,DeepONMF_W,4,152,32,8,8,0.92,0.95,0.8,0.95,0.875
4-3,2,KNN,DeepONMF_W,5,152,36,4,8,0.94,0.95,0.9,0.9743589743589743,0.925
4-3,2,SVM,DeepONMF_H2,1,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
4-3,2,SVM,DeepONMF_H2,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
4-3,2,SVM,DeepONMF_H2,3,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
4-3,2,SVM,DeepONMF_H2,4,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
4-3,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
4-3,2,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
4-3,2,SVM,DeepONMF_W,2,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
4-3,2,SVM,DeepONMF_W,3,146,36,4,14,0.91,0.9125,0.9,0.9733333333333334,0.90625
4-3,2,SVM,DeepONMF_W,4,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
4-3,2,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
4-3,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
4-3,2,UjaNet,DeepONMF_H2,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
4-3,2,UjaNet,DeepONMF_H2,3,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
4-3,2,UjaNet,DeepONMF_H2,4,157,40,0,3,0.985,0.98125,1.0,1.0,0.990625
4-3,2,UjaNet,DeepONMF_H2,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
4-3,2,UjaNet,DeepONMF_W,1,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
4-3,2,UjaNet,DeepONMF_W,2,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
4-3,2,UjaNet,DeepONMF_W,3,158,35,5,2,0.965,0.9875,0.875,0.9693251533742331,0.93125
4-3,2,UjaNet,DeepONMF_W,4,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
4-3,2,UjaNet,DeepONMF_W,5,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
