indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h
0,18-8-4,3,0.31543513449993965,4x212,0.031120100000407547,18,0.03998735568221628,0.3643826149591064,8,0.2888373187494938,0.2207530194418228,4,0.5077765696906521,0.1786537144462836
1,18-8-4,3,0.2990573435167585,4x212,0.037726999988080934,18,0.03791496502249451,0.35803919915327115,8,0.2926890099659929,0.21526025112745512,4,0.46003298729117964,0.22922348281981098
2,18-8-4,3,0.32664232083842126,4x212,0.03596730000572279,18,0.048228811316783866,0.35985152645260876,8,0.2867808871987596,0.21334579615351595,4,0.5006938659854567,0.21573761164095803
3,18-8-4,3,0.31842349200189657,4x212,0.036270399985369295,18,0.04851902997250851,0.384366596695397,8,0.3180253326993603,0.21683926164242567,4,0.5059883975198709,0.19330797600590735
4,18-8-4,3,0.2639574615729278,4x212,0.04093940000166185,18,0.04924518080190482,0.3946543646823873,8,0.3341982813970578,0.23373759658051246,4,0.5105754582285121,0.19015660924325775
5,18-8-4,3,0.2886944254084312,4x212,0.03249109999160282,18,0.04886225523419571,0.38525265459346314,8,0.35497473991480577,0.2176302236074059,4,0.49912308552953144,0.2573207741284235
6,18-8-4,3,0.2547501290465347,4x212,0.0361583000048995,18,0.044263506508192385,0.37836085721557905,8,0.3232329852051609,0.18310853947302672,4,0.4946162816791328,0.158302583734555
7,18-8-4,3,0.24386287943293775,4x212,0.02988669998012483,18,0.04866160869295588,0.3664073323381602,8,0.3585803968614033,0.21069003692988592,4,0.5319260728563341,0.25697386492455127
8,18-8-4,3,0.26231779303700625,4x212,0.029438500001560897,18,0.04455950506362745,0.4149437056222337,8,0.3192663080232811,0.2160213730832378,4,0.548781987192982,0.1955893016878956
9,18-8-4,3,0.3312403046350053,4x212,0.03625540001667105,18,0.04751037662154647,0.3507195809994879,8,0.32125757961568585,0.1992580582756258,4,0.4649692115479161,0.1920307535540582
10,18-8-4,3,0.26948459865322344,4x212,0.032779700006358325,18,0.04193795322647494,0.3865719949306259,8,0.30941760814449676,0.19464538420575656,4,0.42572264624902195,0.16108890299644
11,18-8-4,3,0.34897869833093903,4x212,0.04607550002401695,18,0.050904809731024146,0.3384427341403891,8,0.24202635794428984,0.14206952926275182,4,0.46650727466393294,0.1283954027739123
