clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,37,146,14,3,0.915,0.925,0.9125,0.7254901960784313,0.91875,40
AS,22,149,11,18,0.855,0.55,0.93125,0.6666666666666666,0.7406250000000001,40
MR,34,152,8,6,0.93,0.85,0.95,0.8095238095238095,0.8999999999999999,40
MS,26,144,16,14,0.85,0.65,0.9,0.6190476190476191,0.775,40
MVP,16,144,16,24,0.8,0.4,0.9,0.5,0.65,40
PROMEDIO_MACRO,135,735,65,65,0.8700000000000001,0.675,0.91875,0.6641456582633054,0.796875,200
