clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,159,1,2,0.985,0.95,0.99375,0.9743589743589743,0.971875,40
AS,40,160,0,0,1.0,1.0,1.0,1.0,1.0,40
MR,39,159,1,1,0.99,0.975,0.99375,0.975,0.984375,40
MS,40,157,3,0,0.985,1.0,0.98125,0.9302325581395349,0.990625,40
MVP,36,158,2,4,0.97,0.9,0.9875,0.9473684210526315,0.9437500000000001,40
PROMEDIO_MACRO,193,793,7,7,0.986,0.9650000000000001,0.99125,0.9653919907102282,0.978125,200
