,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,1,1
real_AS,0,38,1,0,1
real_MR,2,5,32,1,0
real_MS,0,0,2,35,3
real_MVP,1,3,3,2,31
