distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
6-13-30,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.9787500000000001,0.9191093402721309,0.946875,200
6-13-30,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.9737500000000001,0.9061219336219336,0.934375,200
6-13-30,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,182,782,18,18,0.9640000000000001,0.9099999999999999,0.9775,0.9139938718445846,0.94375,200
6-13-30,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.905504191999699,0.940625,200
6-13-30,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9195770001178273,0.946875,200
