,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,33,1,6,0
real_MR,1,4,28,6,1
real_MS,1,3,1,33,2
real_MVP,2,4,3,2,29
