,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,38,1,0,1
real_MR,2,5,32,0,1
real_MS,0,0,3,36,1
real_MVP,1,5,2,3,29
