distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
12-11,2,KNN,DeepONMF_H2,1,157,30,10,3,0.935,0.98125,0.75,0.9401197604790419,0.865625
12-11,2,KNN,DeepONMF_H2,2,157,34,6,3,0.955,0.98125,0.85,0.9631901840490797,0.9156249999999999
12-11,2,KNN,DeepONMF_H2,3,157,26,14,3,0.915,0.98125,0.65,0.9181286549707602,0.815625
12-11,2,KNN,DeepONMF_H2,4,155,31,9,5,0.93,0.96875,0.775,0.9451219512195121,0.871875
12-11,2,KNN,DeepONMF_H2,5,159,29,11,1,0.94,0.99375,0.725,0.9352941176470588,0.859375
12-11,2,KNN,DeepONMF_W,1,142,31,9,18,0.865,0.8875,0.775,0.9403973509933775,0.83125
12-11,2,KNN,DeepONMF_W,2,137,33,7,23,0.85,0.85625,0.825,0.9513888888888888,0.840625
12-11,2,KNN,DeepONMF_W,3,142,31,9,18,0.865,0.8875,0.775,0.9403973509933775,0.83125
12-11,2,KNN,DeepONMF_W,4,138,28,12,22,0.83,0.8625,0.7,0.92,0.78125
12-11,2,KNN,DeepONMF_W,5,141,29,11,19,0.85,0.88125,0.725,0.9276315789473685,0.803125
12-11,2,SVM,DeepONMF_H2,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
12-11,2,SVM,DeepONMF_H2,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
12-11,2,SVM,DeepONMF_H2,3,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
12-11,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
12-11,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
12-11,2,SVM,DeepONMF_W,1,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
12-11,2,SVM,DeepONMF_W,2,142,38,2,18,0.9,0.8875,0.95,0.9861111111111112,0.91875
12-11,2,SVM,DeepONMF_W,3,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
12-11,2,SVM,DeepONMF_W,4,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
12-11,2,SVM,DeepONMF_W,5,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
12-11,2,UjaNet,DeepONMF_H2,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
12-11,2,UjaNet,DeepONMF_H2,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
12-11,2,UjaNet,DeepONMF_H2,3,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
12-11,2,UjaNet,DeepONMF_H2,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
12-11,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
12-11,2,UjaNet,DeepONMF_W,1,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
12-11,2,UjaNet,DeepONMF_W,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
12-11,2,UjaNet,DeepONMF_W,3,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
12-11,2,UjaNet,DeepONMF_W,4,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
12-11,2,UjaNet,DeepONMF_W,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
