,N,AS,MR,MS,MVP
N,98.0,0.0,0.5,0.5,1.0
AS,0.5,95.5,1.5,1.0,1.5
MR,3.0,8.5,86.0,1.5,1.0
MS,0.5,1.0,2.0,94.0,2.5
MVP,2.5,3.5000000000000004,2.0,1.0,91.0
