clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,34,158,2,6,0.96,0.85,0.9875,0.9444444444444444,0.91875,40
AS,37,159,1,3,0.98,0.925,0.99375,0.9736842105263158,0.9593750000000001,40
MR,37,144,16,3,0.905,0.925,0.9,0.6981132075471698,0.9125000000000001,40
MS,33,155,5,7,0.94,0.825,0.96875,0.868421052631579,0.896875,40
MVP,28,153,7,12,0.905,0.7,0.95625,0.8,0.828125,40
PROMEDIO_MACRO,169,769,31,31,0.938,0.8450000000000001,0.96125,0.8569325830299018,0.903125,200
