,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,39,0,1,0
real_MR,0,1,31,6,2
real_MS,1,6,0,33,0
real_MVP,3,0,5,3,29
