,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,3,0
real_AS,0,25,5,7,3
real_MR,0,7,28,5,0
real_MS,3,6,0,25,6
real_MVP,8,8,2,1,21
