bloque,tipo,metodo_comparado,silhouette_features,davies_bouldin_features,silhouette_tsne,davies_bouldin_tsne,error_relativo_final_medio,nota
Comparacion final Figura 11,tecnologia,CNN,0.3317822408060907,1.532654460859146,0.2258976399898529,2.014266937228267,,"CNN gana en silhouette de rasgos, pero no en t-SNE."
Comparacion final Figura 11,tecnologia,DWT,0.0725927277563295,3.769777786099157,0.1109088510274887,6.564077217299766,,Representacion wavelet clasica; queda por debajo en t-SNE.
Comparacion final Figura 11,tecnologia,MFCC,0.1467766885989696,4.344464341138447,0.1445773094892501,5.527732597908822,,"Rasgos cepstrales; mejora a DWT/STFT en silhouette t-SNE, pero no a Deep ONMF."
Comparacion final Figura 11,tecnologia,Deep ONMF,0.2809438486957676,1.378301809973426,0.2601711750030517,1.375568783086334,,Deep ONMF optimizado: resultado principal del TFG.
Comparacion final Figura 11,tecnologia,STFT,0.0505316174530717,3.679580722186695,0.1318992376327514,7.878604523354494,,Espectro base; muchos rasgos y peor Davies-Bouldin t-SNE.
Inicializaciones Deep ONMF,inicializacion,Aleatoria actual,0.0530159280199812,3.593990641855801,0.1021569384308623,3.5937813430539443,0.1571125861758835,Referencia actual: mejor error de reconstruccion.
Inicializaciones Deep ONMF,inicializacion,NNDSVD,-0.0102753453147203,5.125171752353766,0.1061039044133759,3.220898842995964,0.1796239097398844,Mejor inicializacion para la foto t-SNE entre las tres propuestas.
Inicializaciones Deep ONMF,inicializacion,NNDSVDa,0.055069850007803,3.506218837929393,0.0889856272192806,4.3337051347505335,0.1679657971950276,"Mejor separacion en rasgos SBV entre inicializaciones, pero peor t-SNE que NNDSVD."
Inicializaciones Deep ONMF,inicializacion,NNDSVDar,-0.0036649034115348,3.620077491463752,0.076758284628468,3.2319096327361017,0.1688358925156027,"Parecida a NNDSVD en Davies-Bouldin t-SNE, pero peor silhouette t-SNE."
