,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,2,0
real_AS,0,19,11,5,5
real_MR,0,4,29,1,6
real_MS,3,5,1,25,6
real_MVP,8,8,0,2,22
