indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,N,New_N_001.wav,2-5-10-15,4,0.5044484378480764,126x15,15x212,2,0.14953134811262786,0.43411238530783947,0.001448700000764802,5,0.3887065828508884,0.4294134712677188,0.0004947000124957412,10,0.4212884306214946,0.4093274924723999,0.0007398999878205359,15,0.3733179453300735,0.3392312867578739,0.0009800000116229057
1,N,New_N_002.wav,2-5-10-15,4,0.5254395603481834,126x15,15x212,2,0.146430060036463,0.39168118505003324,0.0013423000054899603,5,0.33561521173606956,0.3560917557214538,0.0007726000039838254,10,0.3856726767202566,0.3657751620688549,0.0009103000047616661,15,0.4945176391018959,0.4230345050793506,0.0010617000225465745
2,AS,New_AS_001.wav,2-5-10-15,4,0.5221670605640226,126x15,15x212,2,0.3568736655640428,0.41410288519276706,0.0016835000133141875,5,0.3502357261472046,0.41532993457112755,0.0008602000016253442,10,0.474124790644315,0.36256790472019623,0.0010377000144217163,15,0.5423615573276305,0.3580927360718479,0.0012799000251106918
3,AS,New_AS_002.wav,2-5-10-15,4,0.5616029391838877,126x15,15x212,2,0.3337023375116394,0.3961741088322468,0.0023548000026494265,5,0.28001756342388423,0.3863555228135499,0.0007444999937433749,10,0.4816718503072805,0.35055117295865756,0.0008384999819099903,15,0.5575455364023779,0.3747676383077822,0.0007478000188712031
4,MR,New_MR_001.wav,2-5-10-15,4,0.5793793732371116,126x15,15x212,2,0.2730794845835748,0.3256035829693195,0.0016850000247359276,5,0.2893111457112269,0.3576197844456313,0.0009701999952085316,10,0.4634505602888235,0.37205428217176806,0.0009651999862398952,15,0.4696894199117174,0.3190254150957552,0.001003299985313788
5,MR,New_MR_002.wav,2-5-10-15,4,0.4632389022104433,126x15,15x212,2,0.31525725467217286,0.509387914858174,0.003279399999883026,5,0.3614128128014623,0.4624589429330509,0.0009597000025678426,10,0.40123713462916344,0.3988461737726933,0.0010258000111207366,15,0.5882633005518852,0.39991369928251697,0.0012528000224847347
6,MS,New_MS_001.wav,2-5-10-15,4,0.5752307998532428,126x15,15x212,2,0.23374698801073115,0.27366065021393626,0.0019280000124126673,5,0.35507152636444705,0.36453137769758664,0.0011347999970894307,10,0.46155065173491794,0.3523054376794357,0.0012596999877132475,15,0.5026775495543238,0.3542890043757447,0.001490199996624142
7,MS,New_MS_002.wav,2-5-10-15,4,0.5467562446065093,126x15,15x212,2,0.22337862013887097,0.43025451966592626,0.0015654999879188836,5,0.32559552989668633,0.3770693681853551,0.0005443000118248165,10,0.4132293512553086,0.36579915019351195,0.0005893000052310526,15,0.481303233425614,0.34829563452185297,0.0007110000005923212
8,MVP,New_MVP_001.wav,2-5-10-15,4,0.6004352249061821,126x15,15x212,2,0.4921177784572321,0.6261443885651095,0.0015743999974802136,5,0.29918760562814545,0.35700979916069714,0.000841199973365292,10,0.3468281490005945,0.3499707030778215,0.0010408000089228153,15,0.35848938911414013,0.3114674905019468,0.001194899989059195
9,MVP,New_MVP_002.wav,2-5-10-15,4,0.6507247392913683,126x15,15x212,2,0.552540089000932,0.4353853153549979,0.002222999988589436,5,0.366180837112639,0.4512573424372083,0.0007550999871455133,10,0.38779191954236386,0.38332385144087866,0.0013202000118326396,15,0.39184499044868465,0.30377118193974156,0.0011069999891333282
