distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
12-3,2,KNN,DeepONMF_H2,1,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
12-3,2,KNN,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
12-3,2,KNN,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
12-3,2,KNN,DeepONMF_H2,4,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
12-3,2,KNN,DeepONMF_H2,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
12-3,2,KNN,DeepONMF_W,1,152,31,9,8,0.915,0.95,0.775,0.9440993788819876,0.8625
12-3,2,KNN,DeepONMF_W,2,148,33,7,12,0.905,0.925,0.825,0.9548387096774194,0.875
12-3,2,KNN,DeepONMF_W,3,151,33,7,9,0.92,0.94375,0.825,0.9556962025316456,0.8843749999999999
12-3,2,KNN,DeepONMF_W,4,153,29,11,7,0.91,0.95625,0.725,0.9329268292682927,0.840625
12-3,2,KNN,DeepONMF_W,5,147,31,9,13,0.89,0.91875,0.775,0.9423076923076923,0.846875
12-3,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
12-3,2,SVM,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
12-3,2,SVM,DeepONMF_H2,3,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
12-3,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
12-3,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
12-3,2,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
12-3,2,SVM,DeepONMF_W,2,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
12-3,2,SVM,DeepONMF_W,3,151,37,3,9,0.94,0.94375,0.925,0.9805194805194806,0.934375
12-3,2,SVM,DeepONMF_W,4,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
12-3,2,SVM,DeepONMF_W,5,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
12-3,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
12-3,2,UjaNet,DeepONMF_H2,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
12-3,2,UjaNet,DeepONMF_H2,3,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
12-3,2,UjaNet,DeepONMF_H2,4,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
12-3,2,UjaNet,DeepONMF_H2,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
12-3,2,UjaNet,DeepONMF_W,1,153,35,5,7,0.94,0.95625,0.875,0.9683544303797469,0.915625
12-3,2,UjaNet,DeepONMF_W,2,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
12-3,2,UjaNet,DeepONMF_W,3,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
12-3,2,UjaNet,DeepONMF_W,4,151,38,2,9,0.945,0.94375,0.95,0.9869281045751634,0.9468749999999999
12-3,2,UjaNet,DeepONMF_W,5,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
