,N,AS,MR,MS,MVP
N,91.0,0.0,0.5,2.5,6.0
AS,0.0,90.5,4.0,3.5000000000000004,2.0
MR,0.0,9.5,82.0,4.5,4.0
MS,2.5,7.000000000000001,4.0,75.0,11.5
MVP,2.0,10.5,6.0,2.5,79.0
