,N,AS,MR,MS,MVP
N,97.0,0.0,1.0,0.0,2.0
AS,0.0,97.0,2.5,0.0,0.5
MR,0.0,2.0,95.0,2.0,1.0
MS,0.0,1.0,1.5,94.0,3.5000000000000004
MVP,2.5,3.0,3.0,3.0,88.5
