,N,AS,MR,MS,MVP
N,97.5,0.0,0.5,0.0,2.0
AS,0.0,97.5,2.0,0.0,0.5
MR,0.0,2.5,95.0,2.0,0.5
MS,0.0,0.5,1.5,94.0,4.0
MVP,1.5,3.0,3.0,2.0,90.5
