distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
8-3,2,KNN,DeepONMF_H2,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
8-3,2,KNN,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
8-3,2,KNN,DeepONMF_H2,3,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
8-3,2,KNN,DeepONMF_H2,4,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
8-3,2,KNN,DeepONMF_H2,5,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
8-3,2,KNN,DeepONMF_W,1,146,34,6,14,0.9,0.9125,0.85,0.9605263157894737,0.88125
8-3,2,KNN,DeepONMF_W,2,151,31,9,9,0.91,0.94375,0.775,0.94375,0.859375
8-3,2,KNN,DeepONMF_W,3,152,30,10,8,0.91,0.95,0.75,0.9382716049382716,0.85
8-3,2,KNN,DeepONMF_W,4,146,31,9,14,0.885,0.9125,0.775,0.9419354838709677,0.84375
8-3,2,KNN,DeepONMF_W,5,148,35,5,12,0.915,0.925,0.875,0.9673202614379085,0.9
8-3,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
8-3,2,SVM,DeepONMF_H2,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
8-3,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
8-3,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
8-3,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
8-3,2,SVM,DeepONMF_W,1,144,39,1,16,0.915,0.9,0.975,0.993103448275862,0.9375
8-3,2,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
8-3,2,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
8-3,2,SVM,DeepONMF_W,4,141,37,3,19,0.89,0.88125,0.925,0.9791666666666666,0.903125
8-3,2,SVM,DeepONMF_W,5,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
8-3,2,UjaNet,DeepONMF_H2,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
8-3,2,UjaNet,DeepONMF_H2,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
8-3,2,UjaNet,DeepONMF_H2,3,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
8-3,2,UjaNet,DeepONMF_H2,4,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
8-3,2,UjaNet,DeepONMF_H2,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
8-3,2,UjaNet,DeepONMF_W,1,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
8-3,2,UjaNet,DeepONMF_W,2,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
8-3,2,UjaNet,DeepONMF_W,3,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
8-3,2,UjaNet,DeepONMF_W,4,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
8-3,2,UjaNet,DeepONMF_W,5,160,36,4,0,0.98,1.0,0.9,0.975609756097561,0.95
