,N,AS,MR,MS,MVP
N,91.5,0.0,0.5,2.0,6.0
AS,0.0,94.0,5.0,0.0,1.0
MR,4.0,7.000000000000001,87.5,0.5,1.0
MS,0.0,1.0,8.0,84.5,6.5
MVP,3.0,6.0,12.5,4.0,74.5
