,N,AS,MR,MS,MVP
N,98.0,0.0,0.5,0.5,1.0
AS,0.0,95.5,3.0,0.5,1.0
MR,1.0,1.5,94.5,2.5,0.5
MS,0.0,1.0,0.5,94.0,4.5
MVP,3.0,3.0,1.5,1.5,91.0
