indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,N,New_N_001.wav,3-15,2,0.16124325951284424,126x15,15x212,3,0.14867056620646507,0.09331638693580924,0.010796899994602427,15,0.034380438944294586,0.17505099740827562,0.0063442999962717295
1,N,New_N_002.wav,3-15,2,0.14377522433034828,126x15,15x212,3,0.1271964707369011,0.1826293623070008,0.01143520002369769,15,0.03854885593377126,0.30470726963181166,0.006596999999601394
2,N,New_N_003.wav,3-15,2,0.14360366718776732,126x15,15x212,3,0.13043172704949407,0.23643271825103415,0.013880399987101555,15,0.03023452859820507,0.2760889229906623,0.008153600007062778
3,N,New_N_004.wav,3-15,2,0.1294965922790127,126x15,15x212,3,0.11509852525344635,0.23659904236348572,0.008696599979884923,15,0.02918129177083606,0.23394779954018882,0.007807600020896643
4,N,New_N_005.wav,3-15,2,0.16759635529135966,126x15,15x212,3,0.1538507595766817,0.16619301424104208,0.009367299993755296,15,0.03762837381440913,0.17678462460845057,0.006234200001927093
5,N,New_N_006.wav,3-15,2,0.16671901714722528,126x15,15x212,3,0.154490546667283,0.11243708834845458,0.010871800011955202,15,0.03450101293012089,0.1867546257407489,0.006450999993830919
6,N,New_N_007.wav,3-15,2,0.14071869316869612,126x15,15x212,3,0.12506707596315,0.26021199191396843,0.010188799991738051,15,0.03633669606236986,0.1438059366105116,0.007229599985294044
7,N,New_N_008.wav,3-15,2,0.16365169390192005,126x15,15x212,3,0.1497194177982199,0.18729341150724532,0.009791699994821101,15,0.037236670220523335,0.13345092743378556,0.00706569998874329
8,N,New_N_009.wav,3-15,2,0.13249166416267952,126x15,15x212,3,0.11663477356549616,0.32409053151583145,0.009657499991590157,15,0.03037705814743353,0.16069666685260578,0.008331599994562566
9,N,New_N_010.wav,3-15,2,0.1416661355684228,126x15,15x212,3,0.12593208005699444,0.22758892760398708,0.009551100025419146,15,0.03727730909215264,0.24384869391107417,0.0070494999818038195
10,N,New_N_011.wav,3-15,2,0.1499389656538347,126x15,15x212,3,0.136707552942858,0.19871774919386576,0.010036099993158132,15,0.031696468014342234,0.25741729465442653,0.00660940000670962
11,N,New_N_012.wav,3-15,2,0.13289053451537305,126x15,15x212,3,0.12045155194917186,0.3056236364616532,0.009708600002340972,15,0.029830494362328066,0.17961801633451246,0.0061997000011615455
12,N,New_N_013.wav,3-15,2,0.15273461589752774,126x15,15x212,3,0.1396047852429574,0.3629224064441678,0.010238499991828576,15,0.03131102777926267,0.25645868204909894,0.006278300017584115
13,N,New_N_014.wav,3-15,2,0.15028927679856893,126x15,15x212,3,0.13617438324007056,0.14554371722317336,0.010103299980983138,15,0.033611022046472296,0.16836812187516823,0.0063282000191975385
14,N,New_N_015.wav,3-15,2,0.13479208834234696,126x15,15x212,3,0.11671814725928722,0.3012043700205497,0.010191199980909005,15,0.03446172535224101,0.29560210018636496,0.006960300001082942
15,N,New_N_016.wav,3-15,2,0.12741604044951102,126x15,15x212,3,0.11215149568006061,0.267944160272533,0.009476600011112168,15,0.03262825707767527,0.17126715959251984,0.007605999999213964
16,N,New_N_017.wav,3-15,2,0.16180647286472652,126x15,15x212,3,0.15150690904411437,0.23680165525227334,0.008653099997900426,15,0.032207300870155185,0.2154656414110467,0.006931099982466549
17,N,New_N_018.wav,3-15,2,0.1346566837214414,126x15,15x212,3,0.12203416891348025,0.19665973356568137,0.009700700000394136,15,0.031231094168999142,0.24220630955864983,0.006604100024560466
18,N,New_N_019.wav,3-15,2,0.12289385155689933,126x15,15x212,3,0.11087532887452402,0.43672344698885407,0.009612100024241954,15,0.030445060656604864,0.30512630539258345,0.006538899993756786
19,N,New_N_020.wav,3-15,2,0.13155893720672587,126x15,15x212,3,0.11453949514407684,0.32248177124638716,0.011585600004764274,15,0.03942939860612275,0.26346590684480786,0.010544799995841458
20,N,New_N_021.wav,3-15,2,0.1316655922891211,126x15,15x212,3,0.11679777024574226,0.3882899427318698,0.014164299995172769,15,0.033512601099225804,0.24387127749880166,0.006500000017695129
21,N,New_N_022.wav,3-15,2,0.13952432878397417,126x15,15x212,3,0.12647601172790282,0.22571755387305284,0.010602800000924617,15,0.03151398680060487,0.20574377701609875,0.006534400017699227
22,N,New_N_023.wav,3-15,2,0.16080937207564583,126x15,15x212,3,0.14752695301406876,0.18578749885108561,0.012509399995906278,15,0.03405216596942336,0.19411380378462265,0.006359199993312359
23,N,New_N_024.wav,3-15,2,0.1556213710540282,126x15,15x212,3,0.1413425022084976,0.16867415688127696,0.008935299993027002,15,0.037249427268512596,0.21562807786317062,0.00958729998092167
24,N,New_N_025.wav,3-15,2,0.15977402618551123,126x15,15x212,3,0.14988207367637243,0.16533118012259654,0.008906600007321686,15,0.02680353091453531,0.3164658390349594,0.007438000000547618
25,N,New_N_026.wav,3-15,2,0.15887707167311324,126x15,15x212,3,0.14510550237039507,0.1682017849429381,0.008906600007321686,15,0.03609045066407686,0.17852333169507376,0.007124600000679493
26,N,New_N_027.wav,3-15,2,0.15521610288573068,126x15,15x212,3,0.14393510543689758,0.3166458623361899,0.010539000009885058,15,0.03252302294283267,0.16991869001160018,0.0063372000004164875
27,N,New_N_028.wav,3-15,2,0.14894356726345626,126x15,15x212,3,0.1347723163072454,0.24242858678461623,0.012696999998297542,15,0.03681654855808102,0.17902918084281733,0.006629799987422302
28,N,New_N_029.wav,3-15,2,0.17048572990148264,126x15,15x212,3,0.15770674429020123,0.11521223399526088,0.009970899991458282,15,0.03426126735543569,0.21416758098155458,0.007129599980544299
29,N,New_N_030.wav,3-15,2,0.1682647371123263,126x15,15x212,3,0.15708804339716134,0.17428910532040773,0.008826999983284622,15,0.029784784210371843,0.17154393653997946,0.007179000007454306
30,N,New_N_031.wav,3-15,2,0.13512898692643732,126x15,15x212,3,0.12000131586236516,0.29035840486333325,0.008795500005362555,15,0.03224250857941787,0.2158951676585492,0.007509399991249666
31,N,New_N_032.wav,3-15,2,0.11828549156506162,126x15,15x212,3,0.1005790823107383,0.2906292452962876,0.009771899989573285,15,0.035014954540926894,0.24439572529473497,0.007234799995785579
32,N,New_N_033.wav,3-15,2,0.13122209981561125,126x15,15x212,3,0.11152273729089524,0.2643011931632849,0.009341099997982383,15,0.039610647907088785,0.33183857845546655,0.00639019999653101
33,N,New_N_034.wav,3-15,2,0.15229294835818186,126x15,15x212,3,0.1364153281100076,0.20066875639507512,0.009701900009531528,15,0.03967084711469102,0.18941309691994831,0.006122599996160716
34,N,New_N_035.wav,3-15,2,0.15130610199845582,126x15,15x212,3,0.1389118251595292,0.28229321313081407,0.010940000007394701,15,0.03129454253353491,0.22879190051449336,0.0061707999848295
35,N,New_N_036.wav,3-15,2,0.12441168666572429,126x15,15x212,3,0.108873233018778,0.24186123644063953,0.009888900007354096,15,0.03339520863776216,0.20142994756203875,0.006853599974419922
