clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,39,157,3,1,0.98,0.975,0.98125,0.9285714285714286,0.9781249999999999,40
AS,37,152,8,3,0.945,0.925,0.95,0.8222222222222222,0.9375,40
MR,31,157,3,9,0.94,0.775,0.98125,0.9117647058823529,0.878125,40
MS,35,153,7,5,0.94,0.875,0.95625,0.8333333333333334,0.915625,40
MVP,31,154,6,9,0.925,0.775,0.9625,0.8378378378378378,0.86875,40
PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.9662499999999999,0.866745905569435,0.915625,200
