distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
7-3,2,KNN,DeepONMF_H2,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
7-3,2,KNN,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
7-3,2,KNN,DeepONMF_H2,3,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
7-3,2,KNN,DeepONMF_H2,4,158,35,5,2,0.965,0.9875,0.875,0.9693251533742331,0.93125
7-3,2,KNN,DeepONMF_H2,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
7-3,2,KNN,DeepONMF_W,1,148,29,11,12,0.885,0.925,0.725,0.9308176100628931,0.825
7-3,2,KNN,DeepONMF_W,2,146,30,10,14,0.88,0.9125,0.75,0.9358974358974359,0.83125
7-3,2,KNN,DeepONMF_W,3,149,30,10,11,0.895,0.93125,0.75,0.9371069182389937,0.840625
7-3,2,KNN,DeepONMF_W,4,151,34,6,9,0.925,0.94375,0.85,0.9617834394904459,0.896875
7-3,2,KNN,DeepONMF_W,5,149,34,6,11,0.915,0.93125,0.85,0.9612903225806452,0.890625
7-3,2,SVM,DeepONMF_H2,1,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
7-3,2,SVM,DeepONMF_H2,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
7-3,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
7-3,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
7-3,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
7-3,2,SVM,DeepONMF_W,1,143,38,2,17,0.905,0.89375,0.95,0.9862068965517241,0.921875
7-3,2,SVM,DeepONMF_W,2,143,38,2,17,0.905,0.89375,0.95,0.9862068965517241,0.921875
7-3,2,SVM,DeepONMF_W,3,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
7-3,2,SVM,DeepONMF_W,4,142,38,2,18,0.9,0.8875,0.95,0.9861111111111112,0.91875
7-3,2,SVM,DeepONMF_W,5,146,36,4,14,0.91,0.9125,0.9,0.9733333333333334,0.90625
7-3,2,UjaNet,DeepONMF_H2,1,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
7-3,2,UjaNet,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
7-3,2,UjaNet,DeepONMF_H2,3,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
7-3,2,UjaNet,DeepONMF_H2,4,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
7-3,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
7-3,2,UjaNet,DeepONMF_W,1,155,39,1,5,0.97,0.96875,0.975,0.9935897435897436,0.971875
7-3,2,UjaNet,DeepONMF_W,2,160,35,5,0,0.975,1.0,0.875,0.9696969696969697,0.9375
7-3,2,UjaNet,DeepONMF_W,3,151,35,5,9,0.93,0.94375,0.875,0.967948717948718,0.909375
7-3,2,UjaNet,DeepONMF_W,4,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
7-3,2,UjaNet,DeepONMF_W,5,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
