clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,36,158,2,4,0.97,0.9,0.9875,0.9473684210526315,0.9437500000000001,40
AS,34,144,16,6,0.89,0.85,0.9,0.68,0.875,40
MR,26,150,10,14,0.88,0.65,0.9375,0.7222222222222222,0.79375,40
MS,31,145,15,9,0.88,0.775,0.90625,0.6739130434782609,0.840625,40
MVP,23,153,7,17,0.88,0.575,0.95625,0.7666666666666667,0.765625,40
PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7580340706839562,0.84375,200
