clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,156,4,2,0.97,0.95,0.975,0.9047619047619048,0.9624999999999999,40
AS,40,157,3,0,0.985,1.0,0.98125,0.9302325581395349,0.990625,40
MR,35,158,2,5,0.965,0.875,0.9875,0.9459459459459459,0.93125,40
MS,38,158,2,2,0.98,0.95,0.9875,0.95,0.96875,40
MVP,35,157,3,5,0.96,0.875,0.98125,0.9210526315789473,0.928125,40
PROMEDIO_MACRO,186,786,14,14,0.9719999999999999,0.93,0.9824999999999999,0.9303986080852666,0.95625,200
