,N,AS,MR,MS,MVP
N,96.5,0.0,0.5,0.0,3.0
AS,0.5,96.0,2.0,0.5,1.0
MR,1.5,4.0,89.0,3.0,2.5
MS,0.0,0.5,0.0,94.0,5.5
MVP,3.0,2.0,2.5,1.0,91.5
