,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,1,1
real_AS,0,39,0,0,1
real_MR,0,3,31,5,1
real_MS,0,3,2,34,1
real_MVP,3,0,2,3,32
