comparación,distancia
N-AS,0.4961371295178552
N-MR,0.013812067238803627
N-MS,0.13675976076646287
N-MVP,0.5385800116586206
AS-MR,0.4823250622790516
AS-MS,0.6328968902843181
AS-MVP,0.0424428821407653
MR-MS,0.1505718280052665
MR-MVP,0.5247679444198169
MS-MVP,0.6753397724250834
