comparación,distancia
N-AS,0.9060056167825286
N-MR,0.17401891667578395
N-MS,0.31285939886928393
N-MVP,0.2725268941066632
AS-MR,0.7319867001067446
AS-MS,0.5931462179132446
AS-MVP,0.6334787226758654
MR-MS,0.13884048219349998
MR-MVP,0.09850797743087925
MS-MVP,0.040332504762620736
