comparación,distancia
N-AS,0.777780548672523
N-MR,0.2368260423738655
N-MS,0.4920550083274946
N-MVP,0.3808061804047709
AS-MR,0.5409545062986575
AS-MS,0.2857255403450284
AS-MVP,0.3969743682677521
MR-MS,0.2552289659536291
MR-MVP,0.14398013803090537
MS-MVP,0.11124882792272373
