,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,1,0,2,1
real_AS,0,34,1,4,1
real_MR,0,3,35,2,0
real_MS,0,5,2,28,5
real_MVP,1,1,2,2,34
